"id","course_id","assignment_portal_course_id","course_plan_type_id","added_date","modified_date","status","orginal_price","promotional_price","description","course_plan_position","btn_sign_up","btn_enroll_now","btn_complete_view","installment_facility","no_of_installment","lms_course_id","edmingle_course_id","view_details_link","is_assignment_portal_eligible","plan_has_alias","alias_course_id","show_promo_price","additional_price"
"45","16","26","2","2019-10-23 12:35:28","2023-01-13 05:52:54","A","50000","46000","<p>- Printed study material (by courier)</p>

<p>- 2 practical exercises/ Drafting exercises per week (50 weeks)</p>

<p>- 10 writing assignments (10 weeks)</p>

<p>- 1 online live class/week (50 weeks)</p>

<p>- Get digital access to entire study material</p>

<p>- Access on LMS, Android &amp; iOS app</p>

<p>- Instructor feedback on assignments</p>

<p>- Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>- Instructor led course with online live classes</p>

<p>- Online exams (give exams as per your convenience on given time slots)</p>

<p>- Certificate (by courier)</p>

<p>- CV enhancement</p>

<p>- Coaching for professional networking</p>

<p>- Internship &amp; job Support</p>

<p>- Interview preparation support</p>

<p>- Networking with students &amp; alumni</p>

<p>- Content access for 3 years</p>

<p>- Doubt clearing within 24 hours</p>

<p>- Top performers are recommended for jobs and client opportunities</p>","2","N","Y","N","Y","2","122179","19813",,"Y","N","0","N",NULL
"46","15","46","3","2019-10-23 12:35:28","2025-04-22 11:07:22","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","44577","19793",,"N","N","0","N",NULL
"47","16","26","3","2019-10-23 12:36:20","2023-01-13 05:52:41","A","200000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","40367","19813",,"N","N","0","N",NULL
"48","18","48","1","2019-10-23 12:50:56","2022-12-31 01:29:44","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","Y","N","N","N","0",,"0",,"N","N","0","N",NULL
"49","18","48","2","2019-10-23 12:54:59","2026-06-16 05:38:16","A","32000","30000","<p>- 1 online live class/ week (24 weeks)</p>

<p>- 2 practical or drafting exercises per week (18 weeks)</p>

<p>- 3 writing assignments (6 weeks)</p>

<p>- Get digital access to entire study material</p>

<p>- Access on LMS, Android &amp; iOS app</p>

<p>- Instructor feedback on assignments</p>

<p>- Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>- Instructor led course with online live classes</p>

<p>- Online exams (give exams as per your convenience on given time slots)</p>

<p>- Certificate (by courier)</p>

<p>- CV enhancement</p>

<p>- Coaching for professional networking</p>

<p>- Training for writing and publishing articles</p>

<p>- Internship &amp; Job Support</p>

<p>- Interview preparation guidance</p>

<p>- Networking with other students &amp; alumni</p>

<p>- Access to updated content online for 3 years</p>

<p>- Doubt clearing within 24 hours</p>

<p>- Top students are recommended to law firms and companies</p>

<p>- Internship and job support available</p>","2","N","Y","N","Y","2","85987","0",,"Y","N","0","N",NULL
"50","18","48","3","2019-10-23 12:58:18","2020-11-19 04:19:07","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0",,NULL,,"N","N","0","N",NULL
"51","17","43","1","2019-10-23 01:10:49","2022-12-31 01:29:56","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>",NULL,"Y","N","N","N","0",,"0",,"N","N","0","N",NULL
"52","17","43","2","2019-10-23 01:14:20","2026-01-30 06:58:47","A","48000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Hardcopy study materials- available on additional charges.</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>",NULL,"N","Y","N","N","0","122696","19794",,"Y","N","0","N",NULL
"53","17","43","3","2019-10-23 01:16:03","2025-04-21 10:34:50","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>",NULL,"N","N","Y","N","0","37504","19794",,"N","N","0","N",NULL
"54","20","44","1","2019-10-23 01:37:10","2022-12-31 01:30:09","A",,,"<p class=""py-1"" style=""box-sizing: inherit; border: 0px solid rgb(218, 225, 231); padding-top: 0.25rem; padding-bottom: 0.25rem;"">- Get Sample Material in your inbox</p>

<p class=""py-1"" style=""box-sizing: inherit; border: 0px solid rgb(218, 225, 231); padding-top: 0.25rem; padding-bottom: 0.25rem;"">- Regular career guidance on email</p>

<p class=""py-1"" style=""box-sizing: inherit; border: 0px solid rgb(218, 225, 231); padding-top: 0.25rem; padding-bottom: 0.25rem;"">- Sample Exercises</p>

<p class=""py-1"" style=""box-sizing: inherit; border: 0px solid rgb(218, 225, 231); padding-top: 0.25rem; padding-bottom: 0.25rem;"">- Five very useful lessons</p>

<p class=""py-1"" style=""box-sizing: inherit; border: 0px solid rgb(218, 225, 231); padding-top: 0.25rem; padding-bottom: 0.25rem;"">- No Certification for Free Material</p>","1","Y","N","N","N","0","44520","0",,"N","N","0","N",NULL
"55","20","44","2","2019-10-23 01:38:40","2025-03-22 09:14:13","A","20000","18000","<p>- Printed study material (by courier)</p>

<p>- 1 online live class/ week (24 weeks)</p>

<p>- 2 practical or drafting exercises per week (18 weeks)</p>

<p>- 3 writing assignments (6 weeks)</p>

<p>- Get digital access to entire study material</p>

<p>- Access on LMS, Android &amp; iOS app</p>

<p>- Instructor feedback on assignments</p>

<p>- Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>- Instructor led course with online live classes</p>

<p>- Online exams (give exams as per your convenience on given time slots)</p>

<p>- Certificate (by courier)</p>

<p>- CV enhancement</p>

<p>- Coaching for professional networking</p>

<p>- Training for writing and publishing articles</p>

<p>- Internship &amp; Job Support</p>

<p>- Interview preparation guidance</p>

<p>- Access to updated content online for 3 years</p>

<p>- Doubt clearing within 24 hours</p>

<p>- Top students are recommended to law firms and companies</p>

<p>- Internship and job support available</p>","2","N","Y","N","Y","2","56274","0",,"Y","N","0","N",NULL
"56","20","44","3","2019-10-23 01:39:20","2021-01-26 10:16:42","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","44520",NULL,,"N","N","0","N",NULL
"57","19","42","1","2019-10-23 02:13:45","2022-12-31 01:30:22","A",,,"<p style=""text-align: justify;"">- Get Sample Material in your inbox</p>

<p style=""text-align: justify;"">- Regular career guidance on email</p>

<p style=""text-align: justify;"">- Sample Exercises</p>

<p style=""text-align: justify;"">- Five very useful lessons</p>

<p style=""text-align: justify;"">- No Certification for Free Material</p>","1","Y","N","N","N","0","10817","0",,"N","N","0","N",NULL
"58","19","42","4","2019-10-23 02:17:40","2025-03-23 05:15:30","D","25000","23000","<p>- Printed study material (by courier)<br />
- Get digital access to entire study material<br />
- Exercises provided - for self evaluation<br />
- Certificate (by courier)<br />
- No Live classes<br />
- Content access for 1 year</p>","3","N","Y","N","Y","2","50873","0",,"Y","N","0","N",NULL
"59","19","42","3","2019-10-23 02:19:19","2025-03-23 05:58:57","A","200000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","4","N","N","Y","N","0","10817","19807",,"N","N","0","N",NULL
"60","23","27","1","2019-10-23 04:10:04","2019-11-15 02:54:37","A","0",,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No certification</p>","1","Y","N","N","N","0","30810",NULL,,"N","N",NULL,"N",NULL
"61","23","27","3","2019-10-23 04:10:45","2020-11-19 04:17:10","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","2","N","N","Y","N","0","30810",NULL,,"Y","N","0","N",NULL
"62","2","25","3","2019-10-23 04:44:21","2025-04-22 03:46:42","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","45375","19783",,"Y","N","0","N",NULL
"63","22","22","1","2019-10-23 05:42:05","2022-12-31 01:30:41","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>",NULL,"Y","N","N","N","0",,"0",,"Y","N","0","N",NULL
"64","22","22","2","2019-10-23 05:44:20","2026-06-16 04:37:50","A","60000",,"<p>2 practical exercises/ Drafting exercises per week</p>

<p>Article writing assignments (on request)</p>

<p>1 online live class/week&nbsp;</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation support</p>

<p>Content access for 3 years</p>

<p>Top performers are recommended for jobs and client opportunities (as applicable)</p>",NULL,"N","Y","N","N","0","134511","19788",,"Y","N","0","N",NULL
"65","22","22","3","2019-10-23 05:45:02","2025-04-22 04:05:47","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>",NULL,"N","N","Y","N","0",,"0",,"Y","N","0","N",NULL
"66","25","53","2","2019-10-24 05:12:32","2021-01-25 01:08:13","A","100000",,"<p style=""text-align: justify;"">3 months offline Bootcamp training</p>

<p style=""text-align: justify;"">Receive stipend from 2nd month (subject to performance)</p>

<p style=""text-align: justify;"">Improve your CV and LinkedIn profile</p>

<p style=""text-align: justify;"">Improve your research and writing skills</p>

<p style=""text-align: justify;"">Access various kinds of training materials</p>

<p style=""text-align: justify;"">Build a portfolio of work</p>

<p style=""text-align: justify;"">Publish your articles online</p>

<p style=""text-align: justify;"">Get mentors and build professional relationships</p>

<p style=""text-align: justify;"">Get live coaching and improve everyday</p>",NULL,"N","Y","N","N","0",,NULL,,"N","N","0","N",NULL
"67","25","53","3","2019-10-24 05:15:33","2022-08-08 06:36:14","A","200000",,"<p>-Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>",NULL,"N","N","Y","N","0",,NULL,,"Y","N","0","N",NULL
